work_key,doi,title,venue,publication_date,date_precision,source_month,type
10.1021/acsomega.5c01182.s001,10.1021/acsomega.5c01182.s001,Unlocking the Dynamics of Ion Migration and Voltage Bias Stress Effects through Crystallite Engineering in Metal Halide Perovskites,Figshare,2025-05-13,day,2025-05,article
10.1021/acsaem.5c00089.s001,10.1021/acsaem.5c00089.s001,Rapid Processing of Low-Hysteresis Flexible Perovskite Solar Cells through Radiative Annealing,Figshare,2025-05-13,day,2025-05,article
10.1021/acsaem.4c03239.s001,10.1021/acsaem.4c03239.s001,Advancing the LaMnO3‑Based Solar Cell with Enhanced Efficiency via Interface Modification Using a SrRuO3 Buffer Layer: Theoretical and Experimental Insights,Figshare,2025-05-13,day,2025-05,article
10.1021/acsami.5c02852.s001,10.1021/acsami.5c02852.s001,Microhole Structure in Flexible Semitransparent Perovskite Solar Cells Using Nickel Mesh as the Framework and Electrode,Figshare,2025-05-13,day,2025-05,article
10.1021/acsami.5c02989.s001,10.1021/acsami.5c02989.s001,Light-Induced Electronic Band Realignment at the Metal Halide Perovskite/Monolayer MoS2 Heterojunction,Figshare,2025-05-13,day,2025-05,article
10.1021/acsami.5c04332.s001,10.1021/acsami.5c04332.s001,Interface Modulation by Macromolecules for Enhancing the Efficiency and Stability of Perovskite Solar Cells,Figshare,2025-05-13,day,2025-05,article
10.1016/j.physleta.2025.130653,10.1016/j.physleta.2025.130653,Photoelectric simulation of perovskite solar cells based on two inverted pyramid structures,Physics Letters A,2025-05-14,day,2025-05,article
10.1021/jacs.5c04671,10.1021/jacs.5c04671,Spiro-Linked Planar Core Small Molecule Hole Transport Materials Enabling High-Performance Inverted Perovskite Solar Cells,Journal of the American Chemical Society,2025-05-14,day,2025-05,article
10.1021/acsami.5c04415,10.1021/acsami.5c04415,SnO 2 /Perovskite Interface Engineering with Mixed-Halide Potassium Salts: A Pathway to Efficient and Stable Perovskite Solar Cells through a Combined Experimental-Density Functional Theory Approach,ACS Applied Materials & Interfaces,2025-05-14,day,2025-05,article
10.1021/acs.langmuir.5c00505,10.1021/acs.langmuir.5c00505,The Development and Evaluation of Hybrid Solar Cells Based on Perovskites and CIGS with Different ETL for Increased Photovoltaic Efficiency Using SCAPS-1D,Langmuir,2025-05-14,day,2025-05,article
10.3390/molecules30102166,10.3390/molecules30102166,Enhanced Efficiency and Stability of Perovskite Solar Cells Through Neodymium-Doped Upconversion Nanoparticles with TiO2 Coating,Molecules,2025-05-14,day,2025-05,article
10.1016/j.cej.2025.163791,10.1016/j.cej.2025.163791,Cementing the grain boundary defects in the strain relaxed mixed Sn-Pb perovskite solar cells,Chemical Engineering Journal,2025-05-14,day,2025-05,article
10.1016/j.nanoen.2025.111146,10.1016/j.nanoen.2025.111146,Hyperdispersed CoOx nanofluids enables CsPbBr3 gradient hybrid photo-response layer for superb perovskite laser cells,Nano Energy,2025-05-14,day,2025-05,article
10.1016/j.jics.2025.101773,10.1016/j.jics.2025.101773,Investigation of the influence of antisolvent (chlorobenzene and toluene) on the morphology of bismuth-based perovskite material for solar cell applications,Journal of the Indian Chemical Society,2025-05-14,day,2025-05,article
10.1088/1402-4896/add8ee,10.1088/1402-4896/add8ee,"Investigation of the efficiency of non-toxic RbGeX3 (X = I, Br, Cl) perovskites as absorption layer in solar energy converters based on thickness dependency",Physica Scripta,2025-05-14,day,2025-05,article
10.1016/j.synthmet.2025.117888,10.1016/j.synthmet.2025.117888,Impact of the molecular size of the perylenediimide-derived electron transport materials on the efficiency and stability of p-i-n perovskite solar cells,Synthetic Metals,2025-05-14,day,2025-05,article
10.1021/acsomega.5c01513,10.1021/acsomega.5c01513,"Composite Hole-Transporting Materials Based on 9,10-Dimethoxyphenanthrene Cores and Spiro-OMeTAD for Efficient and Stable Perovskite Solar Cells",ACS Omega,2025-05-14,day,2025-05,article
10.1557/s43579-025-00735-8,10.1557/s43579-025-00735-8,Low-dimensional hybrid lead-free azetidinium metal halides,MRS Communications,2025-05-14,day,2025-05,article
10.1002/pssr.202500080,10.1002/pssr.202500080,Current Status of Hollow Cathode Gas Flow Sputtering for Advanced TCOs,physica status solidi (RRL) - Rapid Research Letters,2025-05-14,day,2025-05,article
10.48550/arxiv.2505.09362,10.48550/arxiv.2505.09362,"Optoelectronic properties and performance optimization for photovoltaic applications of R3m-RbGeX$_3$ (X = Cl, Br, I) perovskites: A combined DFT and SCAPS-1D study",arXiv (Cornell University),2025-05-14,day,2025-05,preprint
10.1016/j.jcis.2025.137889,10.1016/j.jcis.2025.137889,Theoretical Investigation of the Electronic Property Trends of Antiperovskites with A-site Tetrahedral Cluster Anion,Journal of Colloid and Interface Science,2025-05-14,day,2025-05,article
10.3390/en18102542,10.3390/en18102542,High-Performance Perovskite Solar Cells Enabled by Reduced MACl Additives in NMP-Based Solvents,Energies,2025-05-14,day,2025-05,article
10.1021/acsomega.5c00035.s001,10.1021/acsomega.5c00035.s001,Simulated 34% Efficient 2T Monolithic CsPbI3/Si Tandem Solar Cells: The Effect of Tailoring Nonradiative Voltage Losses,Figshare,2025-05-14,day,2025-05,article
10.1038/s41467-025-59896-8,10.1038/s41467-025-59896-8,Inductive effects in molecular contacts enable wide-bandgap perovskite cells for efficient perovskite/TOPCon tandems,Nature Communications,2025-05-15,day,2025-05,article
10.1002/adma.202506028,10.1002/adma.202506028,Multidimensional Modulation via Tailored Covalent Organic Frameworks Enables Stable Inverted Perovskite Solar Cells with 26.21% Efficiency,Advanced Materials,2025-05-15,day,2025-05,article
10.1002/adma.202502680,10.1002/adma.202502680,Efficient Sn‐Pb Perovskite Solar Cells Through Inhibiting Hole Accumulation,Advanced Materials,2025-05-15,day,2025-05,article
10.1002/anie.202506973,10.1002/anie.202506973,Molecular Ordering in Low‐Dimensional Hybrid Perovskites for Improved X‐Ray Detection,Angewandte Chemie International Edition,2025-05-15,day,2025-05,article
10.1016/j.mssp.2025.109676,10.1016/j.mssp.2025.109676,"Quantum dots solar cells: Materials innovation, device engineering, and emerging applications",Materials Science in Semiconductor Processing,2025-05-15,day,2025-05,article
10.1002/aenm.202501553,10.1002/aenm.202501553,N‐Type Doping Characteristics Enabled by 1D Perovskite for Advancing Perovskite Photovoltaics: From 1.55 to 1.85 eV Bandgap,Advanced Energy Materials,2025-05-15,day,2025-05,article
10.1016/j.rser.2025.115835,10.1016/j.rser.2025.115835,Recent research trends in inorganic charge transport materials for next-generation perovskite solar cells,Renewable and Sustainable Energy Reviews,2025-05-15,day,2025-05,article
10.1021/jacs.5c05430,10.1021/jacs.5c05430,Synthesis of Stable SnI2·xDMSO Adducts toward Efficient Tin–Lead Perovskite Solar Cells,Journal of the American Chemical Society,2025-05-15,day,2025-05,article
10.1088/1361-651x/add94f,10.1088/1361-651x/add94f,Numerical analysis of K 2 CuBiBr 6 for enhanced solar cell performance potential,Modelling and Simulation in Materials Science and Engineering,2025-05-15,day,2025-05,article
10.3390/nano15100745,10.3390/nano15100745,Recent Progress on High-Efficiency Perovskite/Organic Tandem Solar Cells,Nanomaterials,2025-05-15,day,2025-05,article
10.1016/j.jpcs.2025.112861,10.1016/j.jpcs.2025.112861,Achieving over 31 % efficiency in Ba3PCl3 solar cells through Cu-based back surface field (BSF) engineering,Journal of Physics and Chemistry of Solids,2025-05-15,day,2025-05,article
10.1002/sus2.70018,10.1002/sus2.70018,Perovskite‐Inspired Materials (PIMs): Exploring Their Potential for Photovoltaic Applications,SusMat,2025-05-15,day,2025-05,article
10.1021/acsami.5c06558,10.1021/acsami.5c06558,Enhancing the Stability and Efficiency of Tin-Based Perovskite Solar Cells via Bifunctional Additive-Engineered Defect Passivation,ACS Applied Materials & Interfaces,2025-05-15,day,2025-05,article
10.1021/acs.jpclett.5c00756,10.1021/acs.jpclett.5c00756,Dual-Interface Passivation of Wide-Bandgap Perovskite Films for Efficient Four-Terminal Perovskite–Organic Tandem Solar Cells,The Journal of Physical Chemistry Letters,2025-05-15,day,2025-05,article
10.1021/acs.chemmater.4c03468,10.1021/acs.chemmater.4c03468,Bulky Cation-Modified Interfaces for Thermally Stable Lead Halide Perovskite Solar Cells,Chemistry of Materials,2025-05-15,day,2025-05,article
10.1002/ange.202506973,10.1002/ange.202506973,Molecular Ordering in Low‐Dimensional Hybrid Perovskites for Improved X‐Ray Detection,Angewandte Chemie,2025-05-15,day,2025-05,article
10.1007/s13762-025-06466-6,10.1007/s13762-025-06466-6,Sustainable recycling of spent lead-acid batteries into perovskite thin films via inkjet printing for solar energy,International Journal of Environmental Science and Technology,2025-05-15,day,2025-05,article
10.1002/solr.202500153,10.1002/solr.202500153,Effective Defect Passivation with an Amino‐Pyrazine Compound for Performance Improvement in Perovskite Solar Cells,Solar RRL,2025-05-15,day,2025-05,article
10.1016/j.jpowsour.2025.237294,10.1016/j.jpowsour.2025.237294,Study on the role and influence of A-site components in tin-lead mixed perovskite and their devices,Journal of Power Sources,2025-05-15,day,2025-05,article
10.1007/s11082-025-08233-w,10.1007/s11082-025-08233-w,Enhancing efficiency of CIGS solar cell using BSF layer integration technology through numerical simulation,Optical and Quantum Electronics,2025-05-15,day,2025-05,article
10.1007/s11664-025-12034-y,10.1007/s11664-025-12034-y,Designing High-Performance Tandem Solar Cells Using Pb-free Organic–Inorganic Perovskite Materials,Journal of Electronic Materials,2025-05-15,day,2025-05,article
10.35848/1347-4065/add941,10.35848/1347-4065/add941,"Potential for radiation detector based on Si, InGaP, CIGS, and perovskite solar cells",Japanese Journal of Applied Physics,2025-05-15,day,2025-05,article
10.1016/j.mssp.2025.109641,10.1016/j.mssp.2025.109641,Enhancing the durability of PeLEDs via SrTi0.7Fe0.3O3-δ type perovskite oxide interlayer,Materials Science in Semiconductor Processing,2025-05-15,day,2025-05,article
10.1007/s12596-025-02735-2,10.1007/s12596-025-02735-2,Boosting efficiency in Perovskite/Silicon tandem solar cells: an optimized design utilizing graphene oxide and CuCrO2 as charge transport materials,Journal of Optics,2025-05-15,day,2025-05,article
10.1021/acsami.5c04415.s001,10.1021/acsami.5c04415.s001,SnO2/Perovskite Interface Engineering with Mixed-Halide Potassium Salts: A Pathway to Efficient and Stable Perovskite Solar Cells through a Combined Experimental-Density Functional Theory Approach,Figshare,2025-05-15,day,2025-05,article
10.1021/acs.chemmater.4c03468.s001,10.1021/acs.chemmater.4c03468.s001,Bulky Cation-Modified Interfaces for Thermally Stable Lead Halide Perovskite Solar Cells,Figshare,2025-05-15,day,2025-05,article
10.1021/acsami.5c06558.s001,10.1021/acsami.5c06558.s001,Enhancing the Stability and Efficiency of Tin-Based Perovskite Solar Cells via Bifunctional Additive-Engineered Defect Passivation,Figshare,2025-05-15,day,2025-05,article
10.1021/jacs.5c05430.s001,10.1021/jacs.5c05430.s001,Synthesis of Stable SnI2·xDMSO Adducts toward Efficient Tin–Lead Perovskite Solar Cells,Figshare,2025-05-15,day,2025-05,article
10.1021/jacs.5c04671.s001,10.1021/jacs.5c04671.s001,Spiro-Linked Planar Core Small Molecule Hole Transport Materials Enabling High-Performance Inverted Perovskite Solar Cells,Figshare,2025-05-15,day,2025-05,article
10.1021/acsomega.5c01513.s001,10.1021/acsomega.5c01513.s001,"Composite Hole-Transporting Materials Based on 9,10-Dimethoxyphenanthrene Cores and Spiro-OMeTAD for Efficient and Stable Perovskite Solar Cells",Figshare,2025-05-15,day,2025-05,article
10.1021/acs.jpclett.5c00756.s001,10.1021/acs.jpclett.5c00756.s001,Dual-Interface Passivation of Wide-Bandgap Perovskite Films for Efficient Four-Terminal Perovskite–Organic Tandem Solar Cells,Figshare,2025-05-15,day,2025-05,article
solar cells based on organometallic halide perovskites|schmidt,,Solar cells based on organometallic halide perovskites,,2025-05-15,day,2025-05,article
10.1002/adma.202504351,10.1002/adma.202504351,Amidinium‐Based 2D Spacer Cations Enhance Efficiency and High‐Temperature Photostability of Perovskite Solar Cells,Advanced Materials,2025-05-16,day,2025-05,article
10.1016/j.actaastro.2025.05.025,10.1016/j.actaastro.2025.05.025,Space environment considerations for perovskite solar cell operations: A review,Acta Astronautica,2025-05-16,day,2025-05,article
10.3390/en18102577,10.3390/en18102577,A Comprehensive Review of Self-Assembled Monolayers as Hole-Transport Layers in Inverted Perovskite Solar Cells,Energies,2025-05-16,day,2025-05,article
10.1002/adfm.202425490,10.1002/adfm.202425490,Phase Distribution Management of Methylamine Chloride‐Assisted Formamidinium‐Cesium Perovskite Photovoltaics,Advanced Functional Materials,2025-05-16,day,2025-05,article
10.1007/s10971-025-06782-w,10.1007/s10971-025-06782-w,"Impact of CsPbI3 incorporation on the structural, optical, and electrical properties of mixed-halide perovskite solar cells",Journal of Sol-Gel Science and Technology,2025-05-16,day,2025-05,article
10.1021/acssusresmgt.5c00109,10.1021/acssusresmgt.5c00109,Indium and Silver Recovery from Perovskite Thin Film Solar Cell Waste by Means of Nanofiltration,ACS Sustainable Resource Management,2025-05-16,day,2025-05,article
10.1016/j.egyr.2025.02.053,10.1016/j.egyr.2025.02.053,Performance driven energy costing: A novel analysis of solar photovoltaic cost performance and generation dynamics feeding hydrogen production,Energy Reports,2025-05-16,day,2025-05,article
10.1021/acsaelm.5c00281,10.1021/acsaelm.5c00281,Tin Halide Perovskites: A Promising Candidate for High-Performance p-Channel Transistors,ACS Applied Electronic Materials,2025-05-16,day,2025-05,article
10.1021/acsami.5c03064,10.1021/acsami.5c03064,Controlling the Growth of Cs2PbX4 Nanostructures Enhances the Stability of Inorganic Cesium-Based Perovskite Solar Cells for Potential Low Earth Orbit Applications,ACS Applied Materials & Interfaces,2025-05-16,day,2025-05,article
10.1021/acs.energyfuels.5c00165,10.1021/acs.energyfuels.5c00165,Outlook and Future Directions for Indoor Photovoltaics: Modern Societal Needs and Challenges,Energy & Fuels,2025-05-16,day,2025-05,article
10.1016/j.jpcs.2025.112872,10.1016/j.jpcs.2025.112872,Theoretical insights into lead-free planer Cs2AuBiCl6 based double perovskite solar cells with various charge transport layers via numerical analysis,Journal of Physics and Chemistry of Solids,2025-05-16,day,2025-05,article
10.1002/smll.202412646,10.1002/smll.202412646,Precisely Control Light Field by the Grating‐Structured Nanoimprinting Technology Toward High‐Efficiency Perovskite Solar Cells,Small,2025-05-16,day,2025-05,article
10.1016/j.solmat.2025.113698,10.1016/j.solmat.2025.113698,Flexible transparent conducting electrodes unexpectedly influence MAPbI3 film morphology and perovskite solar cell performance,Solar Energy Materials and Solar Cells,2025-05-16,day,2025-05,article
10.3390/nano15100750,10.3390/nano15100750,Spacer Loss upon 2D Ruddlesden–Popper Halide Perovskite Annealing Raises Film Properties and Solar Cell Performances,Nanomaterials,2025-05-16,day,2025-05,article
10.1002/solr.202500173,10.1002/solr.202500173,Enhancing the Performance of Perovskite/Silicon Tandem Solar Cells via Cation‐π Interaction,Solar RRL,2025-05-16,day,2025-05,article
10.1016/j.solmat.2025.113722,10.1016/j.solmat.2025.113722,One-step-fabricated flexible perovskite quantum dot solar cells via sequential ligand exchange,Solar Energy Materials and Solar Cells,2025-05-16,day,2025-05,article
10.1016/j.mtcomm.2025.112841,10.1016/j.mtcomm.2025.112841,Optimization of Cs2TiBr6-based perovskite solar cells with double hole transport layer by SCAPS-1D simulation,Materials Today Communications,2025-05-16,day,2025-05,article
10.1364/oe.554379,10.1364/oe.554379,Highly efficient semitransparent perovskite solar cells with spectrally selective electrodes,Optics Express,2025-05-16,day,2025-05,article
10.1038/s44160-025-00808-5,10.1038/s44160-025-00808-5,A molecular sieve boosts perovskite stability,Nature Synthesis,2025-05-16,day,2025-05,article
10.24018/ejenergy.2025.5.3.154,10.24018/ejenergy.2025.5.3.154,Graph Neural Network Based Macroscale AI Model for Perovskite Solar Cell Power Conversion Efficiency Prediction,European Journal of Energy Research,2025-05-16,day,2025-05,article
10.1021/acsami.5c03064.s001,10.1021/acsami.5c03064.s001,Controlling the Growth of Cs2PbX4 Nanostructures Enhances the Stability of Inorganic Cesium-Based Perovskite Solar Cells for Potential Low Earth Orbit Applications,Figshare,2025-05-16,day,2025-05,article
10.1016/j.inoche.2025.114707,10.1016/j.inoche.2025.114707,Tailoring transporters for all-inorganic tin-based perovskite solar cells with efficiency exceeding 22% using SCAPS-1D simulator,Inorganic Chemistry Communications,2025-05-17,day,2025-05,article
10.1021/acs.jpclett.5c01155,10.1021/acs.jpclett.5c01155,Synergistic Surface Reconstruction and Defect Passivation via Guanidine Sulfonate for High-Efficiency Perovskite Photovoltaics,The Journal of Physical Chemistry Letters,2025-05-17,day,2025-05,article
10.1021/acs.jpclett.5c01155.s001,10.1021/acs.jpclett.5c01155.s001,Synergistic Surface Reconstruction and Defect Passivation via Guanidine Sulfonate for High-Efficiency Perovskite Photovoltaics,Figshare,2025-05-17,day,2025-05,article
10.1007/s40820-025-01775-4,10.1007/s40820-025-01775-4,Reducing the Voc Loss of Hole Transport Layer-Free Carbon-Based Perovskite Solar Cells via Dual Interfacial Passivation,Nano-Micro Letters,2025-05-18,day,2025-05,article
10.1016/j.solmat.2025.113727,10.1016/j.solmat.2025.113727,A new class of SrHfSe3 chalcogenide perovskite solar cells with diverse HTMs: Theoretical modelling towards efficiency enhancement,Solar Energy Materials and Solar Cells,2025-05-18,day,2025-05,article
10.1021/acs.jpcc.5c01707,10.1021/acs.jpcc.5c01707,BA2SnI4 as a Promising 2D Ruddlesden–Popper Perovskite for Optoelectronic Applications,The Journal of Physical Chemistry C,2025-05-18,day,2025-05,article
10.1016/j.chphi.2025.100889,10.1016/j.chphi.2025.100889,One-stop service for perovskite synthesis and characterization by laser trapping,Chemical Physics Impact,2025-05-18,day,2025-05,article
10.1016/j.cej.2025.163918,10.1016/j.cej.2025.163918,Dual-modification strategy for efficient inverted perovskite solar cells via thermally induced liquid crystals and boosting of phenethylammonium by carbazole,Chemical Engineering Journal,2025-05-18,day,2025-05,article
10.1021/acs.jpcc.5c01707.s001,10.1021/acs.jpcc.5c01707.s001,BA2SnI4 as a Promising 2D Ruddlesden–Popper Perovskite for Optoelectronic Applications,Figshare,2025-05-18,day,2025-05,article
10.1038/s41598-025-01788-4,10.1038/s41598-025-01788-4,Artificial intelligence based hybrid solar energy systems with smart materials and adaptive photovoltaics for sustainable power generation,Scientific Reports,2025-05-19,day,2025-05,article
10.1002/adma.202506048,10.1002/adma.202506048,Reinforced Perovskite‐Substrate Interfaces via Multi‐Sited and Dual‐Sided Anchoring,Advanced Materials,2025-05-19,day,2025-05,article
10.1002/anie.202508169,10.1002/anie.202508169,Employment of l ‐Citrulline as an Effective Molecular Bridge for Regulating the Buried Interface of Perovskite Solar Cells to Achieve High Efficiency and Good Stability,Angewandte Chemie International Edition,2025-05-19,day,2025-05,article
10.1002/anie.202506282,10.1002/anie.202506282,Fluorination‐Assisted Interfacial Dipole for CsPbI 3 Perovskite Solar Cells with Over 22% Efficiency,Angewandte Chemie International Edition,2025-05-19,day,2025-05,article
10.1016/j.cej.2025.163967,10.1016/j.cej.2025.163967,Multifunctional amine salt additive for enhancing the performance of perovskite and perovskite/silicon tandem solar cells,Chemical Engineering Journal,2025-05-19,day,2025-05,article
10.1002/aenm.202500309,10.1002/aenm.202500309,Crosslinked Conjugated Interlayer Network for Efficient and Stable Wide‐Bandgap Perovskite and All‐Perovskite Tandem Solar Cells,Advanced Energy Materials,2025-05-19,day,2025-05,article
10.1002/smtd.202500395,10.1002/smtd.202500395,Nanoscopic Parylene Layer: Enhancing Perovskite Solar Cells Through Parylene‐D Passivation,Small Methods,2025-05-19,day,2025-05,article
10.1021/acs.jpclett.5c00830,10.1021/acs.jpclett.5c00830,Interface Field Engineering of Weakly Alkaline-Treated PEDOT:PSS for Enhanced Performance and Stability of Tin-Based Perovskite Solar Cells,The Journal of Physical Chemistry Letters,2025-05-19,day,2025-05,article
10.1016/j.mssp.2025.109679,10.1016/j.mssp.2025.109679,Unveiling the prospect of copper iodide as hole transporting layer in perovskite solar cell by selective dopant strategy: A review,Materials Science in Semiconductor Processing,2025-05-19,day,2025-05,article
10.1016/j.renene.2025.123525,10.1016/j.renene.2025.123525,Graded bandgap optimization for high-efficiency BaZrTiS3 chalcogenide perovskite solar cells with theoretical efficiency exceeding 22 %,Renewable Energy,2025-05-19,day,2025-05,article
10.1016/j.jcat.2025.116228,10.1016/j.jcat.2025.116228,Mechanistic pathways in the photocatalytic CO2 reduction on halide double perovskite Cs2NaBiX6 (X = Cl/Br/I),Journal of Catalysis,2025-05-19,day,2025-05,article
10.1016/j.mtener.2025.101917,10.1016/j.mtener.2025.101917,Perovskite/homojunction-silicon tandem solar cells with optimized silicon nitride passivation and advanced double-sided ohmic contacts,Materials Today Energy,2025-05-19,day,2025-05,article
10.1021/acs.energyfuels.5c00946,10.1021/acs.energyfuels.5c00946,"Indacenodithiophene-4,9-dione-Based D-A-D Type Dopant-Free Hole Transporting Materials for Environmentally Robust 30% Efficient Indoor Perovskite Solar Cells",Energy & Fuels,2025-05-19,day,2025-05,article
10.1002/ange.202506282,10.1002/ange.202506282,Fluorination‐Assisted Interfacial Dipole for CsPbI 3 Perovskite Solar Cells with Over 22% Efficiency,Angewandte Chemie,2025-05-19,day,2025-05,article
10.1002/ange.202508169,10.1002/ange.202508169,Employment of l ‐Citrulline as an Effective Molecular Bridge for Regulating the Buried Interface of Perovskite Solar Cells to Achieve High Efficiency and Good Stability,Angewandte Chemie,2025-05-19,day,2025-05,article
10.1002/admi.202500064,10.1002/admi.202500064,Vapor Transport Deposition Technology for Perovskite Films,Advanced Materials Interfaces,2025-05-19,day,2025-05,article
10.1002/solr.202500212,10.1002/solr.202500212,Intensifying Chelation of Pb‐Related Defects for Enhancing Stability in Halide Perovskite Thin‐Film Solar Cells,Solar RRL,2025-05-19,day,2025-05,article
10.1002/aesr.202500053,10.1002/aesr.202500053,"Deposition of Pb‐Free CsGeI 3− x Cl x in Atmospheric Conditions, and Exploring Suitable Carrier Transport Materials for Improving its Power Conversion Efficiency: A Numerical Simulation Approach",Advanced Energy and Sustainability Research,2025-05-19,day,2025-05,article
10.1016/j.cej.2025.163955,10.1016/j.cej.2025.163955,In-situ passivation of perovskite films by parallel surface adsorption of dual-active-site ammonium cations for high-performance inverted perovskite solar cells,Chemical Engineering Journal,2025-05-19,day,2025-05,article
10.1002/solr.202500225,10.1002/solr.202500225,Surface Stoichiometric Tuning for High‐Efficiency and Light Illumination Stability in Sn–Pb Perovskite Solar Cells by PbBr2 Wet Surface Treatment,Solar RRL,2025-05-19,day,2025-05,article
10.1016/j.mtener.2025.101916,10.1016/j.mtener.2025.101916,Efficient and stable inverted planar perovskite solar cells via incorporation of three-dimensional dendritic macromolecules,Materials Today Energy,2025-05-19,day,2025-05,article
10.1021/acsaem.5c00796,10.1021/acsaem.5c00796,Silver Bismuth Iodides for Photovoltaic Applications: Insights from Ab Initio Calculations and Experimental Analysis,ACS Applied Energy Materials,2025-05-19,day,2025-05,article
10.1016/j.orgel.2025.107278,10.1016/j.orgel.2025.107278,Interface modification by sulfonamide for high-efficiency and stable perovskite solar cells,Organic Electronics,2025-05-19,day,2025-05,article
10.3390/solar5020022,10.3390/solar5020022,Policies for Promising Prospects of Photovoltaics,Solar,2025-05-19,day,2025-05,article
10.1007/s42979-025-04021-1,10.1007/s42979-025-04021-1,Prediction of Responsivity for Organic Tin-Based Perovskites,SN Computer Science,2025-05-19,day,2025-05,article
10.1063/5.0270446,10.1063/5.0270446,Enhancing spintronic and optoelectronic properties of 2D and quasi-2D CsPbBr3 perovskite via lithium doping,Applied Physics Letters,2025-05-19,day,2025-05,article
10.54536/jir.v3i2.4468,10.54536/jir.v3i2.4468,First-Principles investigation of the Electronic and Optical Properties of Cs-Doped FAPbI3 Halide Perovskite Solar Cell,Journal of Innovative Research,2025-05-19,day,2025-05,article
10.1021/acsaem.5c00796.s001,10.1021/acsaem.5c00796.s001,Silver Bismuth Iodides for Photovoltaic Applications: Insights from Ab Initio Calculations and Experimental Analysis,Figshare,2025-05-19,day,2025-05,article
10.1021/acs.jpclett.5c00830.s001,10.1021/acs.jpclett.5c00830.s001,Interface Field Engineering of Weakly Alkaline-Treated PEDOT:PSS for Enhanced Performance and Stability of Tin-Based Perovskite Solar Cells,Figshare,2025-05-19,day,2025-05,article
10.1002/anie.202505876,10.1002/anie.202505876,Homogenized Self‐Assembled Molecules for Inverted Perovskite Solar Cells,Angewandte Chemie International Edition,2025-05-20,day,2025-05,article
10.1021/acs.langmuir.5c01821,10.1021/acs.langmuir.5c01821,Investigating Optoelectronic Characteristics and Improving the Efficiency of Mg3AsBr3 Perovskite Solar Cells through Machine Learning and Numerical Simulations Utilizing Diverse Charge Transport Materials,Langmuir,2025-05-20,day,2025-05,article
10.1002/admt.202500434,10.1002/admt.202500434,Semi‐Transparent Perovskite Solar Cells for Building Integrated Photovoltaics Application,Advanced Materials Technologies,2025-05-20,day,2025-05,article
10.1002/ange.202505876,10.1002/ange.202505876,Homogenized Self‐Assembled Molecules for Inverted Perovskite Solar Cells,Angewandte Chemie,2025-05-20,day,2025-05,article
10.3390/molecules30102221,10.3390/molecules30102221,Strategies and Methods for Upscaling Perovskite Solar Cell Fabrication from Lab-Scale to Commercial-Area Fabrication,Molecules,2025-05-20,day,2025-05,article
10.1002/adfm.202507591,10.1002/adfm.202507591,Halogenated Chiral Organic Spacer Cation Regulation for Efficient and Stable 2D Ruddlesden‐Popper Perovskite Solar Cells,Advanced Functional Materials,2025-05-20,day,2025-05,article
10.1016/j.mtcomm.2025.112874,10.1016/j.mtcomm.2025.112874,Optimizing charge transport and bandgap alignment of ETL and HTL in Tin-based perovskite solar cells via machine learning,Materials Today Communications,2025-05-20,day,2025-05,article
10.1016/j.micrna.2025.208215,10.1016/j.micrna.2025.208215,Optimization of double absorber antimony chalcogenide-based solar cells: A comprehensive parametric optimization to achieve 28.4 % conversion efficiency,Micro and Nanostructures,2025-05-20,day,2025-05,article
10.1016/j.nexres.2025.100435,10.1016/j.nexres.2025.100435,Performance evaluation of several lead free perovskite solar cell with stable and efficient inorganic carrier transport layer using SCAPS-1D,Next research.,2025-05-20,day,2025-05,article
10.1007/s42341-025-00616-w,10.1007/s42341-025-00616-w,Mitigating the Solar PV Landscape: A Comprehensive Review of Challenges and Innovations,Transactions on Electrical and Electronic Materials,2025-05-20,day,2025-05,article
10.26599/nr.2025.94907600,10.26599/nr.2025.94907600,Lead iodide growth regulation included by N-formylmorpholine with strong electron-withdrawing groups for all-air-processed perovskite solar cells,Nano Research,2025-05-20,day,2025-05,article
10.1016/j.matchemphys.2025.131050,10.1016/j.matchemphys.2025.131050,"Insights into the structural and functional properties of potassium based complex perovskite ceramic: dielectric, optical, morphological and electrical perspectives for potential applications",Materials Chemistry and Physics,2025-05-20,day,2025-05,article
10.1021/acsami.5c02282,10.1021/acsami.5c02282,Interface Passivation with Codeposition Strategy toward High-Efficiency and Stable Perovskite Solar Cells,ACS Applied Materials & Interfaces,2025-05-20,day,2025-05,article
10.1088/1361-651x/addadf,10.1088/1361-651x/addadf,"Structural, elastic, electronic and optical properties of lead-free double perovskites halides Rb2AgYX6 (X = F, Cl, Br, I) using DFT functional",Modelling and Simulation in Materials Science and Engineering,2025-05-20,day,2025-05,article
10.1002/smll.202502989,10.1002/smll.202502989,Unraveling the Operation Degradation Mechanism of Positive Bias Interface in Perovskite Solar Cells,Small,2025-05-20,day,2025-05,article
10.3390/nano15100766,10.3390/nano15100766,"Bifunctional 4,5-Diiodoimidazole Interfacial Engineering Enables Simultaneous Defect Passivation and Crystallization Control for High-Efficiency Inverted Perovskite Solar Cells",Nanomaterials,2025-05-20,day,2025-05,article
10.1016/j.jallcom.2025.181105,10.1016/j.jallcom.2025.181105,Plasmon-enhanced luminescence in ytterbium-doped halide perovskite nanocrystals for versatile applications,Journal of Alloys and Compounds,2025-05-20,day,2025-05,article
