work_key,doi,title,venue,venue_type,publication_date,type,lang,axis_primary,axis_secondary,lens,mechanism_centrality,first_author_institution,cited_by_count,oa_status,in_depth_tier
10.7759/s44388-026-00124-4,10.7759/s44388-026-00124-4,Theoretical Investigation and Device Modeling of Cs4CuSb2Cl12/Sr3SbI3 Dual Absorber Lead-Free Perovskite Solar Cells,Cureus Journal of Engineering.,journal,2026-06-17,article,en,,,,,University Of Rajasthan,0,hybrid,0
10.20517/energymater.2026.36,10.20517/energymater.2026.36,The effect of additive engineering and machine learning on high performance perovskite solar cells,Energy Materials,journal,2026-06-17,article,en,,,,,,0,hybrid,1
10.32703/2415-7422-2026-16-1-11-40,10.32703/2415-7422-2026-16-1-11-40,"Sunlight harvested: A historical evolution of materials for photovoltaics, solar fuels, photocatalysis, and emerging light-charged devices",History of science and technology,journal,2026-06-17,article,en,,,,,Taras Shevchenko National University Of Kyiv,0,diamond,0
10.1021/acs.jpclett.6c01458,10.1021/acs.jpclett.6c01458,Defect Passivation and Crystallization Regulation in Wide-Bandgap Perovskites via p-Cyanobenzenesulphonamide Molecular Additive,The Journal of Physical Chemistry Letters,journal,2026-06-17,article,en,,,,,Central South University,0,closed,1
10.1021/acs.jpclett.6c01458.s001,10.1021/acs.jpclett.6c01458.s001,Defect Passivation and Crystallization Regulation in Wide-Bandgap Perovskites via p‑Cyanobenzenesulphonamide Molecular Additive,Figshare,repository,2026-06-17,article,en,,,,,,0,green,0
10.1021/acsomega.6c02217.s001,10.1021/acsomega.6c02217.s001,"Lead-Free Sr3MCl3 (M = Sb, P) Perovskite Solar Cells: from First-Principles Calculations to Recombination-Aware Device Simulations",Figshare,repository,2026-06-17,article,en,,,,,,0,green,0
10.1126/science.aef5355,10.1126/science.aef5355,Indium-free perovskite/silicon tandem solar cells with tin oxide recombination layer and electrodes,Science,journal,2026-06-18,article,en,,,,,Soochow University,2,closed,1
10.1002/cey2.70296,10.1002/cey2.70296,Boosting Bifacial Output Power of Ag‐CIGS Solar Cells by Optimizing ITO Back‐Contact Thickness for Tandem Applications,Carbon Energy,journal,2026-06-18,article,en,,,,,Daegu Gyeongbuk,0,gold,1
10.1002/anie.2535666,10.1002/anie.2535666,Eutectic Urea Phosphate Suppresses Phase Segregation in Wide‐Bandgap Photovoltaic Perovskites,Angewandte Chemie International Edition,journal,2026-06-18,article,en,,,,,Soochow University,0,green,1
10.1016/j.solmat.2026.114508,10.1016/j.solmat.2026.114508,Bayesian safe-operating map construction from multimodal reverse-bias diagnostics in perovskite/silicon tandem solar cells,Solar Energy Materials and Solar Cells,journal,2026-06-18,article,en,,,,,,0,closed,0
10.5281/zenodo.20751882,10.5281/zenodo.20751882,"Perovskites: One Material, Two Revolutions — Solar Energy and Radiation Detection",Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-18,article,en,,,,,,0,green,0
10.1038/s41598-026-56282-2,10.1038/s41598-026-56282-2,Bandgap engineering and high-throughput defect dynamics in two-terminal CsGeI3-Si monolithic tandem solar cells,Scientific Reports,journal,2026-06-18,article,en,,,,,Indian,0,gold,0
10.1016/j.materresbull.2026.114303,10.1016/j.materresbull.2026.114303,Toward high-efficiency lead-free Cs₂YCuBr₆ perovskite solar cells: Role of transport layers and defects,Materials Research Bulletin,journal,2026-06-18,article,en,,,,,Vels University,0,closed,0
10.5281/zenodo.20751881,10.5281/zenodo.20751881,"Perovskites: One Material, Two Revolutions — Solar Energy and Radiation Detection",Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-18,article,en,,,,,,0,green,0
10.1002/ange.2535666,10.1002/ange.2535666,Eutectic Urea Phosphate Suppresses Phase Segregation in Wide‐Bandgap Photovoltaic Perovskites,Angewandte Chemie,journal,2026-06-18,article,de,,,,,Soochow University,0,closed,0
10.1021/acs.joc.6c00459,10.1021/acs.joc.6c00459,"Synthesis, Characterization, and Photovoltaic Performance of Porphyrin-Fullerene Dyads",The Journal of Organic Chemistry,journal,2026-06-18,article,en,,,,,University Of Science And Technology Of China,0,closed,0
10.1007/s11664-026-12964-1,10.1007/s11664-026-12964-1,Unraveling Interfacial Defect-Driven Charge Transport in Flexible CH3NH3PbI3 Based Solar Cells,Journal of Electronic Materials,journal,2026-06-18,article,en,,,,,Ramakrishna Mission Vidyamandira,0,closed,0
10.1002/cssc.70812,10.1002/cssc.70812,1‐Dodecyl‐3‐methylimidazolium bis(trifluoromethanesulfonyl) imide Interface Design for Stable and Effective Perovskite Solar Cells,ChemSusChem,journal,2026-06-18,article,en,,,,,Huaqiao University,0,green,0
10.1002/smll.74279,10.1002/smll.74279,Direct Nanocrystal Seeding Enables Buried Interface Passivation and Enhanced Crystallization for FAPbI 3 Solar Cells,Small,journal,2026-06-18,article,en,,,,,Hebei University Of Technology,0,hybrid,1
10.1016/j.mtsust.2026.101405,10.1016/j.mtsust.2026.101405,Decarbonizing urban heating: The role of seasonal thermal energy storage in China's future energy system,Materials Today Sustainability,journal,2026-06-18,article,en,,,,,Hunan University,0,gold,1
10.1021/acssuschemeng.6c04546,10.1021/acssuschemeng.6c04546,Bifunctional Buried Interface Modification Strategy for Stable and Efficient Perovskite Solar Cells,ACS Sustainable Chemistry & Engineering,journal,2026-06-18,article,en,,,,,Chinese Academy Of Engineering,0,closed,1
10.1021/acsenergylett.6c00641,10.1021/acsenergylett.6c00641,Strain-Engineered Defect Suppression in Sn Perovskite Photovoltaics,ACS Energy Letters,journal,2026-06-18,article,en,,,,,University Of Electro-communications,0,closed,1
10.1016/j.mtphys.2026.102149,10.1016/j.mtphys.2026.102149,Siloxane bifunctional molecule for upper interface modification in lead amine halide perovskite solar cells,Materials Today Physics,journal,2026-06-18,article,en,,,,,Huaqiao University,0,closed,0
10.22541/authorea.15004927/v1,10.22541/authorea.15004927/v1,"X-ray scattering insights into crystallization, degradation, and heterogeneity of mixed-halide perovskites",,,2026-06-18,preprint,en,,,,,University Of Electronic Science And Technology Of China,0,closed,1
10.1021/acs.joc.6c00459.s001,10.1021/acs.joc.6c00459.s001,"Synthesis, Characterization, and Photovoltaic Performance of Porphyrin-Fullerene Dyads",Figshare,repository,2026-06-18,article,en,,,,,,0,green,0
10.48550/arxiv.2606.20275,10.48550/arxiv.2606.20275,Exciton Transport in Disordered Perovskite Nanocrystal Solids,arXiv (Cornell University),repository,2026-06-18,preprint,en,,,,,,0,green,1
exciton transport in disordered perovskite nanocrystal solids|solari,,Exciton Transport in Disordered Perovskite Nanocrystal Solids,arXiv (Cornell University),repository,2026-06-18,preprint,en,,,,,,0,green,0
10.26577/rcph972202610,10.26577/rcph972202610,Перовскит күн элементтерінің радиациялық төзімділігіне иондаушы және иондаушы емес энергия шығындарының әсері,Recent Contributions to Physics,journal,2026-06-18,article,en,,,,,Satbayev University,0,diamond,0
10.5281/zenodo.21599089,10.5281/zenodo.21599089,"Innovation Design, Mathematical Modeling, and Thermodynamic Analysis of a 700 W Thermophotovoltaic Generator System Based on Nanostructured Components",Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-18,article,enc,,,,,,0,green,0
10.5281/zenodo.21599088,10.5281/zenodo.21599088,"Innovation Design, Mathematical Modeling, and Thermodynamic Analysis of a 700 W Thermophotovoltaic Generator System Based on Nanostructured Components",Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-18,article,enc,,,,,,0,green,0
10.1002/solr.70405,10.1002/solr.70405,Molecular Suppression of PCBM Dimerization in Inverted Perovskite Solar Cells,Solar RRL,journal,2026-06-19,article,en,,,,,Wuhan University Of Technology,0,closed,1
10.1021/acsaem.6c00330,10.1021/acsaem.6c00330,UV-Induced Interfacial Passivation via a Diacrylate Monomer for Stable Perovskite Solar Cells,ACS Applied Energy Materials,journal,2026-06-19,article,en,,,,,Oxford Photovoltaics (united Kingdom),0,closed,1
10.1002/adfm.76623,10.1002/adfm.76623,Redox‐Driven Spatiotemporal Passivation for Efficient and Durable Perovskite Solar Cells,Advanced Functional Materials,journal,2026-06-19,article,en,,,,,Nanjing University Of Aeronautics And Astronautics,0,closed,1
10.1016/j.asoc.2026.115781,10.1016/j.asoc.2026.115781,An attention-based joint neural model coupled with genetic algorithm for advanced optimization of CsGeI3 perovskite solar cell performance,Applied Soft Computing,journal,2026-06-19,article,en,,,,,Université Moulay Ismail De Meknes,0,closed,0
10.1088/2631-8695/ae7fd2,10.1088/2631-8695/ae7fd2,Systematic optimization of electron and hole transport layers for double perovskite solar cells using SCAPS-1D software,Engineering Research Express,journal,2026-06-19,article,en,,,,,Hanoi University Of Science And Technology,0,hybrid,0
10.69968/ijisem.2026v5i2475-483,10.69968/ijisem.2026v5i2475-483,"Solar Energy Conversion Materials: Progress, Challenges & Future Direction",International Journal of Innovations in Science Engineering and Management.,journal,2026-06-19,article,en,,,,,Indian,0,diamond,0
10.5281/zenodo.20763715,10.5281/zenodo.20763715,Texture-Enhanced Mechanical Stability of Transparent Electrodes for Flexible Optoelectronics with Near-Infrared Response,Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-19,article,en,,,,,,0,green,0
10.5281/zenodo.20757657,10.5281/zenodo.20757657,Study of Light Absorption and Energy Conversion in Solar Cells,Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-19,article,en,,,,,,0,green,0
10.5281/zenodo.20763716,10.5281/zenodo.20763716,Texture-Enhanced Mechanical Stability of Transparent Electrodes for Flexible Optoelectronics with Near-Infrared Response,Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-19,article,en,,,,,,0,green,0
10.1016/j.cocom.2026.e01372,10.1016/j.cocom.2026.e01372,"Gold-based chloride perovskites AuMCl3 (M = Ca, Sr): A first-principles study of cubic reference phases for optoelectronic and photovoltaic screening",Computational Condensed Matter,journal,2026-06-19,article,en,,,,,Université Ibn Khaldoun Tiaret,0,closed,0
10.1016/j.dyepig.2026.113964,10.1016/j.dyepig.2026.113964,Improving the perovskite solar cells by managing the charge selectivity of side chain groups in hole transport materials,Dyes and Pigments,journal,2026-06-19,article,en,,,,,Southwest University,0,closed,0
10.1007/s12596-026-03203-1,10.1007/s12596-026-03203-1,Numerical design and optimization of a lead-free all-perovskite tandem solar cell using SCAPS-1D,Journal of Optics,journal,2026-06-19,article,en,,,,,Babol Noshirvani University Of Technology,0,closed,0
10.1021/acsaem.6c00235,10.1021/acsaem.6c00235,Perovskite Film Fabrication by MAI Engineering via Non-Antisolvent Method,ACS Applied Energy Materials,journal,2026-06-19,article,en,,,,,Jackson State University,0,closed,1
10.1002/bkcs.70191,10.1002/bkcs.70191,Polymerization strategies for poly(triarylamine)s via Buchwald–Hartwig amination,Bulletin of the Korean Chemical Society,journal,2026-06-19,article,en,,,,,Ajou University,0,closed,0
10.5281/zenodo.20757656,10.5281/zenodo.20757656,Study of Light Absorption and Energy Conversion in Solar Cells,Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-19,article,en,,,,,,0,green,0
10.26577/phst20261317,10.26577/phst20261317,Optimization of the carbon ink printing process for the fabrication of flexible printed perovskite optoelectronic devices,Physical Sciences and Technology,journal,2026-06-19,article,en,,,,,Nazarbayev University,0,diamond,0
10.48550/arxiv.2606.21441,10.48550/arxiv.2606.21441,Bulk Photovoltaic Effect in Two-Dimensional Perovskite Oxides,arXiv (Cornell University),repository,2026-06-19,preprint,en,,,,,,0,green,1
bulk photovoltaic effect in two dimensional perovskite oxides|zhang,,Bulk Photovoltaic Effect in Two-Dimensional Perovskite Oxides,arXiv (Cornell University),repository,2026-06-19,preprint,en,,,,,,0,green,0
10.1016/j.radphyschem.2026.114169,10.1016/j.radphyschem.2026.114169,Decoupling structural degradation and photovoltaic performance in perovskite solar cells under high-dose gamma irradiation,Radiation Physics and Chemistry,journal,2026-06-20,article,en,,,,,Konkuk University,1,closed,0
10.1016/j.solmat.2026.114519,10.1016/j.solmat.2026.114519,Economically viable and environmentally beneficial recycling pathways for perovskite-silicon tandem modules,Solar Energy Materials and Solar Cells,journal,2026-06-20,article,en,,,,,Institut De France,0,hybrid,1
10.1016/j.solmat.2026.114518,10.1016/j.solmat.2026.114518,A spectrally resolved degradation framework for perovskite solar cells under orbit-specific space stressors,Solar Energy Materials and Solar Cells,journal,2026-06-20,article,en,,,,,Universitat Politècnica De València,0,hybrid,1
10.1016/j.chemphys.2026.113331,10.1016/j.chemphys.2026.113331,"Boosting the optoelectronic and photocatalytic performance of KTaO₃ perovskites with chalcogen (S, Se, and Te) and niobium (Nb) co-doping: A DFT approach",Chemical Physics,journal,2026-06-20,article,en,,,,,Université Sultan Moulay Slimane,0,closed,0
10.1016/j.apsusc.2026.167601,10.1016/j.apsusc.2026.167601,Synergistic grain boundary and buried interface passivation of perovskite films by polystyrene for high-performance and stable perovskite solar cells,Applied Surface Science,journal,2026-06-20,article,en,,,,,Kyung Hee University,0,closed,0
10.1016/j.mtener.2026.102348,10.1016/j.mtener.2026.102348,Application research of interface modification in perovskite/Si tandem solar cells,Materials Today Energy,journal,2026-06-20,article,en,,,,,North China Electric Power University,0,closed,0
10.48550/arxiv.2606.22104,10.48550/arxiv.2606.22104,"Halide substitution effects on the photovoltaic properties of Ca$_3$PX$_3$ (X = F, Cl, Br, I) perovskites: advancing solar cell efficiency",arXiv (Cornell University),repository,2026-06-20,preprint,en,,,,,,0,green,1
thin film deposition techniques for photovoltaic devices thermal evaporation versus spin coating|mahdi,,Thin Film Deposition Techniques for Photovoltaic Devices: Thermal Evaporation versus Spin Coating,Umsida Repository (Universitas Muhammadiyah Sidoarjo),repository,2026-06-20,article,en,,,,,University Of Technology - Iraq,0,green,0
10.1007/s41939-026-01240-8,10.1007/s41939-026-01240-8,Cross-platform simulation DFT–SCAPS–wxAMPS–COMSOL coupled with data-driven modeling of CsInBr3 and CsTlBr3 optoelectronic devices,Multiscale and Multidisciplinary Modeling Experiments and Design,journal,2026-06-21,article,en,,,,,University Of The Punjab,1,hybrid,0
10.1002/adfm.76655,10.1002/adfm.76655,Constructing Robust Buried Interfaces of Inverted Perovskite Solar Cells by Bridge‐Anchored Co‐SAMs,Advanced Functional Materials,journal,2026-06-21,article,en,,,,,Nanjing University Of Posts And Telecommunications,1,closed,0
10.1016/j.solener.2026.114809,10.1016/j.solener.2026.114809,Optically enhanced back-contact perovskite solar cells using scalable and solvent-free patterning,Solar Energy,journal,2026-06-21,article,en,,,,,,0,hybrid,0
10.1002/anie.4918900,10.1002/anie.4918900,Buried‐Interface Iodine Redox Regulation for Durable All‐Perovskite Tandem Photovoltaics,Angewandte Chemie International Edition,journal,2026-06-21,article,en,,,,,University Of Macau,0,green,1
10.1016/j.cej.2026.178643,10.1016/j.cej.2026.178643,A dual passivation strategy mediated by polyamic acid for high-performance flexible perovskite solar cells,Chemical Engineering Journal,journal,2026-06-21,article,en,,,,,,0,closed,0
10.1007/s11664-026-12977-w,10.1007/s11664-026-12977-w,High-Efficiency Ecofriendly Lead-Free Solar Cells Based on Rb2Sn(Br1−uIu)6 Double Perovskites Incorporating Cu2O as a Hole-Transport Layer: An Ab Initio DFT Study,Journal of Electronic Materials,journal,2026-06-21,article,en,,,,,Université Hassan Ii Mohammedia,0,closed,0
10.1002/ange.4918900,10.1002/ange.4918900,Buried‐Interface Iodine Redox Regulation for Durable All‐Perovskite Tandem Photovoltaics,Angewandte Chemie,journal,2026-06-21,article,en,,,,,University Of Macau,0,closed,0
10.1002/smll.74278,10.1002/smll.74278,Synthesis of a Butterfly‐Shaped π‐Extended Dibenzazepine and Its Application in Interfacial Engineering for High‐Performance Perovskite Solar Cells,Small,journal,2026-06-21,article,en,,,,,Xiamen University,0,green,1
10.1007/s44291-026-00245-4,10.1007/s44291-026-00245-4,Computational study of defect engineered K₂GeI₆ based perovskite solar cell using multiscale modeling and machine learning,Discover Electronics,journal,2026-06-22,article,en,,,,,Netaji Subhas University Of Technology,2,diamond,0
10.1021/acsami.6c06698,10.1021/acsami.6c06698,Synergistic Co-Passivation via Ultrasmall Molecules for Efficient and Stable Perovskite Solar Cells,ACS Applied Materials & Interfaces,journal,2026-06-22,article,en,,,,,Beijing University Of Technology,1,closed,1
10.1088/1361-651x/ae8043,10.1088/1361-651x/ae8043,Performance optimization of lead free Rb 2 LiGaBr 6 -Cs 2 AgBiI 6 double absorber perovskite solar cell using SCAPS-1D,Modelling and Simulation in Materials Science and Engineering,journal,2026-06-22,article,en,,,,,Eötvös József Főiskola,0,hybrid,0
10.1016/j.jssc.2026.126187,10.1016/j.jssc.2026.126187,Concentration-dependent PEAI modification for defect passivation and charge transport in NiOx-based tin perovskite solar cells,Journal of Solid State Chemistry,journal,2026-06-22,article,en,,,,,,0,closed,0
10.1002/advs.76258,10.1002/advs.76258,Advancing the Design of High‐Efficiency Printable Hole‐Conductor‐Free Mesoscopic Perovskite Solar Cells Through Machine Learning,Advanced Science,journal,2026-06-22,article,en,,,,,Harbin,0,gold,0
10.1021/jacs.6c05142,10.1021/jacs.6c05142,Overcoming Charge-Carrier Localization in Metal Chalcohalides,Journal of the American Chemical Society,journal,2026-06-22,article,en,,,,,University Of Oxford,0,hybrid,1
10.1103/3m96-tfbt,10.1103/3m96-tfbt,Perovskite Photovoltaic Module Curvature from Lamination Correlates to Operational Stability,PRX Energy,journal,2026-06-22,article,en,,,,,Arizona State University,0,diamond,0
10.1002/aenm.71216,10.1002/aenm.71216,Barrier‐Free Cathode Contacts for High‐Efficiency Inverted Carbon‐Perovskite Solar Cells,Advanced Energy Materials,journal,2026-06-22,article,en,,,,,Jinan University,0,closed,1
10.1016/j.cej.2026.178603,10.1016/j.cej.2026.178603,Unlocking the potential of sulfonate-functionalized covalent organic framework in perovskite solar cells: Mechanistic insights into high efficiency and stability,Chemical Engineering Journal,journal,2026-06-22,article,en,,,,,,0,closed,0
10.1016/j.mlblux.2026.100277,10.1016/j.mlblux.2026.100277,Advancing SAM-based tin perovskite solar cells: solvent engineering for post-treatment with ethylenediamine to passivate top perovskite surface,Materials Letters X,journal,2026-06-22,article,en,,,,,Sunchon National University,0,gold,0
10.1016/j.matt.2026.102877,10.1016/j.matt.2026.102877,SAM-cladded SnO2 electron-selective layer for highly efficient perovskite photovoltaics,Matter,journal,2026-06-22,article,en,,,,,Soochow University,0,closed,0
10.21203/rs.3.rs-10075143/v1,10.21203/rs.3.rs-10075143/v1,Vertically Partitioned Interfacial Design in Self-Powered Perovskite Photomemristors Enables CMOS-Integrated Motion Vision System,Research Square,repository,2026-06-22,preprint,en,,,,,University Of Electronic Science And Technology Of China,0,green,0
10.1002/flm2.70103,10.1002/flm2.70103,Flexible plasma‐sintered transparent conducting electrodes fabricated from particle free gold inks,FlexMat.,journal,2026-06-22,article,en,,,,,Helmholtz-zentrum Berlin Für Materialien Und Energie,0,diamond,0
10.1021/acsami.6c06698.s001,10.1021/acsami.6c06698.s001,Synergistic Co-Passivation via Ultrasmall Molecules for Efficient and Stable Perovskite Solar Cells,Figshare,repository,2026-06-22,article,en,,,,,,0,green,0
10.1021/jacs.6c05142.s001,10.1021/jacs.6c05142.s001,Overcoming Charge-Carrier Localization in Metal Chalcohalides,Figshare,repository,2026-06-22,article,en,,,,,,0,green,0
10.3390/mi17060758,10.3390/mi17060758,Engineering of Optoelectronic Devices for Renewable Energy Applications,Micromachines,journal,2026-06-22,article,en,,,,,Instituto De Engenharia De Sistemas E Computadores Investigação E Desenvolviment,0,gold,0
10.33003/fjs-2026-10(anb-k)-5402,10.33003/fjs-2026-10(anb-k)-5402,Numerical Optimization of ZnO Electron Transport Layer and Absorber Properties with Temperature Effects in Germanium-Based Perovskite Solar Cells Using SCAPS-1D Simulation,FUDMA Journal of Sciences,journal,2026-06-22,article,en,,,,,Federal Medical Centre,0,diamond,0
10.1016/j.solmat.2026.114510,10.1016/j.solmat.2026.114510,Integrated device-level and first-principles approaches for transport-layer optimization in CH3NH3SnI3 perovskite solar cells,Solar Energy Materials and Solar Cells,journal,2026-06-23,article,en,,,,,Deen Dayal Upadhyaya Gorakhpur University,0,closed,0
10.1016/j.egyr.2026.109510,10.1016/j.egyr.2026.109510,Numerical optimization and electrical characterization of lead-free MASnI₃/Rb₂SnI₆ tandem perovskite solar cells: Enhanced efficiency via synergistic absorber configuration,Energy Reports,journal,2026-06-23,article,en,,,,,,0,gold,0
10.1016/j.mser.2026.101242,10.1016/j.mser.2026.101242,A hybrid machine learning approach for high throughput screening of thermodynamically stable double perovskites with optimal band gap,Materials Science and Engineering R Reports,journal,2026-06-23,article,en,,,,,University Of Science And Technology Of China,0,closed,0
10.21203/rs.3.rs-10098006/v1,10.21203/rs.3.rs-10098006/v1,First-Principles DFT+U Investigation of Eco-Friendly K2AgPBr6 Double Perovskite: Mechanical Ductility and Optoelectronic Resilience for Near-Infrared Harvesting and Tandem Photovoltaics,Research Square,repository,2026-06-23,preprint,en,,,,,Hajee Mohammad Danesh Science And Technology University,0,green,0
10.3390/ma19132700,10.3390/ma19132700,Towards High-Efficiency Inverted CH3NH3GeI3 Perovskite Solar Cells,Materials,journal,2026-06-23,article,en,,,,,Nanjing Tech University,0,gold,0
10.1016/j.matlet.2026.141150,10.1016/j.matlet.2026.141150,Epitaxial BiFeO₃ thin films on MgO: Ferroelectric photovoltaic performance and optical logic operations,Materials Letters,journal,2026-06-23,article,en,,,,,Minzu University Of China,0,closed,0
10.1016/j.rineng.2026.111690,10.1016/j.rineng.2026.111690,Scalable fabrication of SnO2 quantum dot electron-transport layers through multicycle infrared annealing for perovskite solar cells,Results in Engineering,journal,2026-06-23,article,en,,,,,Chiang Mai University,0,gold,1
10.1016/j.nanoen.2026.112154,10.1016/j.nanoen.2026.112154,Integrated bulk-interface defect management via grain-boundary-mediated 2D reconstruction enables durable 2D/3D perovskite solar cells,Nano Energy,journal,2026-06-23,article,en,,,,,,0,closed,0
10.1021/acsaem.6c01210,10.1021/acsaem.6c01210,Constructing Heterostructural CsPbBr 3 -PbS Quantum Dots for High-Stability Solar Cells with Efficient Infrared Energy Harvesting,ACS Applied Energy Materials,journal,2026-06-23,article,en,,,,,Air Force Engineering University,0,closed,1
10.1149/2162-8777/ae80f7,10.1149/2162-8777/ae80f7,First-Principles Investigation of Mn-Doped BaSnO 3 Perovskites for Enhanced Optoelectronic Performance,ECS Journal of Solid State Science and Technology,journal,2026-06-23,article,en,,,,,University Of Hassan Ii Casablanca,0,bronze,0
10.1002/smll.74320,10.1002/smll.74320,Dual‐Function Equol Molecule Suppresses Superoxide‐Mediated Degradation in Perovskite Solar Cells,Small,journal,2026-06-23,article,en,,,,,South China University Of Technology,0,green,1
10.1016/j.jcis.2026.141006,10.1016/j.jcis.2026.141006,Fabrication of high photovoltaic performance tin-perovskite film using greener material,Journal of Colloid and Interface Science,journal,2026-06-23,article,en,,,,,National Central University,0,closed,0
10.63133/scf.act-chim.2026.516.06,10.63133/scf.act-chim.2026.516.06,Semiconducteurs pour les cellules photovoltaïques et photoélectrochimiques,Actualité Chimique,journal,2026-06-23,article,fr,,,,,,0,closed,0
10.1021/acsami.6c06734,10.1021/acsami.6c06734,Dithiocarbamate-Functionalized Cellulose for High-Efficiency Separation of Critical Metals from Organic Effluents,ACS Applied Materials & Interfaces,journal,2026-06-23,article,en,,,,,Kanazawa University,0,closed,0
10.1002/smll.74328,10.1002/smll.74328,Dual‐Functional Ionic Liquid Additive Enables High‐Performance Perovskite Solar Cells by Suppressing Ion Migration and Passivating Defects,Small,journal,2026-06-23,article,en,,,,,Henan University Of Technology,0,green,1
10.1007/s00339-026-09849-9,10.1007/s00339-026-09849-9,Performance optimization of cesium halide perovskite solar cells through SCAPS-1D simulation,Applied Physics A,journal,2026-06-23,article,en,,,,,,0,closed,0
10.1016/j.surfin.2026.109929,10.1016/j.surfin.2026.109929,Scalable slot-die coating of dipole-engineered self-assembled monolayers for efficient large-area perovskite photovoltaics,Surfaces and Interfaces,journal,2026-06-23,article,en,,,,,Ming Chi University Of Technology,0,closed,0
10.1002/flm2.70084,10.1002/flm2.70084,Chiral perovskites for next‐generation chiral optoelectronics and spintronics,FlexMat.,journal,2026-06-23,article,en,,,,,Northwestern Polytechnical University,0,diamond,0
10.1021/acsami.6c06734.s001,10.1021/acsami.6c06734.s001,Dithiocarbamate-Functionalized Cellulose for High-Efficiency Separation of Critical Metals from Organic Effluents,Figshare,repository,2026-06-23,article,en,,,,,,0,green,0
10.31083/djnb55195,10.31083/djnb55195,Designing and DFT Study of Thiophene-Based Hole Transport Materials for Applications in Organic and Efficient Perovskite Solar Cells,Digest Journal of Nanomaterials and Biostructures,journal,2026-06-23,article,en,,,,,The University Of Agriculture Peshawar,0,gold,0
10.1002/aenm.71222,10.1002/aenm.71222,Chiral Molecular Configuration‐Mediated Crystallization of Perovskites for High‐Performance Solar Cells,Advanced Energy Materials,journal,2026-06-24,article,en,,,,,Shaanxi Normal University,1,hybrid,1
10.1016/j.inoche.2026.117109,10.1016/j.inoche.2026.117109,Enhancing solar cell performance through fluorine-engineered SnO2-yFy ETLs,Inorganic Chemistry Communications,journal,2026-06-24,article,en,,,,,Chouaib Doukkali University,1,closed,0
10.1002/smll.74319,10.1002/smll.74319,Self‐Assembly Molecular Ordering for Strengthened Interface and Efficient Perovskite/Silicon Tandem Solar Cells,Small,journal,2026-06-24,article,en,,,,,Kunming University Of Science And Technology,1,green,1
10.1016/j.apenergy.2026.128256,10.1016/j.apenergy.2026.128256,ChatGPT-assisted rational design for iterative performance optimization of perovskite solar cells,Applied Energy,journal,2026-06-24,article,en,,,,,,0,green,0
10.35848/1347-4065/ae822a,10.35848/1347-4065/ae822a,Vacuum-deposited PbI 2 enables uniform large-area perovskite films with enhanced device uniformity,Japanese Journal of Applied Physics,journal,2026-06-24,article,en,,,,,Kanazawa University,0,hybrid,0
10.1002/adfm.76677,10.1002/adfm.76677,Arc‐plated Graphene Enables Perovskite Surface Passivation for Durable and Efficient Solar Cells,Advanced Functional Materials,journal,2026-06-24,article,en,,,,,Ningbo University Of Technology,0,closed,0
10.1016/j.egyr.2026.109435,10.1016/j.egyr.2026.109435,From theoretical analysis to device simulation: First-principles and SCAPS-1D insights into A3MI3 anti-perovskites for high-efficiency solar cells,Energy Reports,journal,2026-06-24,article,en,,,,,Southeast University,0,gold,0
10.1002/adfm.76643,10.1002/adfm.76643,Synergistic Hole Extraction and Defect Passivation via Co‐Assembled Monolayers for Efficient Wide‐Bandgap Perovskite and Tandem Solar Cells,Advanced Functional Materials,journal,2026-06-24,article,en,,,,,Soochow University,0,closed,1
10.61173/xh7tcp55,10.61173/xh7tcp55,Wearable perovskite devices in the biomedical field,Science and Technology of Engineering Chemistry and Environmental Protection,journal,2026-06-24,article,en,,,,,,0,bronze,0
10.1007/s10973-026-15829-1,10.1007/s10973-026-15829-1,"Advances in solar drone technology: a multi-disciplinary review of aerodynamics, energy systems, AI-driven monitoring, and applications",Journal of Thermal Analysis and Calorimetry,journal,2026-06-24,article,en,,,,,University Of Kerbala,0,closed,0
10.1016/j.nxmate.2026.102606,10.1016/j.nxmate.2026.102606,Inverse design framework using deep convolutional generative adversarial networks for light-trapping structures in perovskite solar cells,Next Materials,journal,2026-06-24,article,en,,,,,Saveetha University,0,gold,0
10.1038/s41467-026-74288-2,10.1038/s41467-026-74288-2,Ionic self-assembled monolayers enable neutral interfaces and synergistic charge extraction in high-efficiency perovskite solar cells,Nature Communications,journal,2026-06-24,article,en,,,,,Tianjin University,0,gold,1
10.1021/acsaem.6c01434,10.1021/acsaem.6c01434,Multifunctional Buried-Interface Engineering for Efficient Low- n Quasi-2D Tin Perovskite Solar Cells,ACS Applied Energy Materials,journal,2026-06-24,article,en,,,,,Sophia University,0,closed,1
